,a
2122,"J. Guillemenot (25, St. Gallen, Swiss Super League 22-23)"
2123,"A. Pinamonti (24, Sassuolo, Serie A 22-23)"
2124,"S. Milošević (26, UTA Arad, SuperLiga României 22-23)"
2125,"B. Varga (28, Paksi SE, NB I 22-23)"
2126,"D. Ishikawa (27, Roasso Kumamoto, J2 2023)"
2127,"A. Reyes (24, Guadalupe, Costa Rica Primera División 22-23)"
2128,"I. Success (27, Udinese, Serie A 22-23)"
2129,"D. Vekemans (23, Lierse Kempenzonen, Belgian First Division B 22-23)"
2130,"E. Dubickas (24, Pordenone, Serie C 22-23)"
2131,"A. Becker (26, Viktoria Köln, 3. Liga 22-23)"
2132,"S. Dimitrov (30, Okzhetpes, Kazakh Premier League 2023)"
2133,"Y. Salech (21, HB Køge, Danish 1. Division 22-23)"
2134,"Zé Turbo (26, Al Markhiya, Qatari Stars League 22-23)"
2135,"K. Malinga (28, Moroka Swallows, South Africa PSL 22-23)"
2136,"Diego Collado (22, Villarreal B, La Liga 2 22-23)"
2137,"D. Diamantakos (30, Kerala Blasters, Indian Super League 22-23)"
2138,"D. Setiawan (28, Arema, BRI Liga 1 22-23)"
2139,"P. McElroy (28, Portadown, Northern Ireland Premiership 22-23)"
2140,"O. Estupiñán (26, Hull City, Championship 22-23)"
2141,"B. Balaj (32, Vllaznia Shkodër, Albanian Premier League 22-23)"
2142,"A. Du Preez (25, Kaizer Chiefs, South Africa PSL 22-23)"
2143,"G. Itzhak (29, Hapoel Umm al-Fahm, Liga Leumit 22-23)"
2144,"L. Kacorri (25, Bylis Ballsh, Albanian Premier League 22-23)"
2145,"S. Zahedi (27, Puskás FC, NB I 22-23)"
2146,"L. Sabua (22, Urartu, Armenian Premier League 22-23)"
2147,"A. Garita (27, Argeș, SuperLiga României 22-23)"
2148,"J. Gibson (27, Ballymena United, Northern Ireland Premiership 22-23)"
2149,"L. Fridrikas (25, Austria Lustenau, Austrian Bundesliga 22-23)"
2150,"M. Bakayoko (34, Shirak, Armenian Premier League 22-23)"
2151,"B. Perea (30, Botev Vratsa, Bulgarian First League 22-23)"
2152,"Tiago Orobó (29, Daejeon Citizen, K League 1 2023)"
2153,"J. Wilson (27, Port Vale, League One 22-23)"
2154,"T. Pukki (33, Norwich City, Championship 22-23)"
2155,"L. Jallow (27, Keçiörengücü, Turkish 1. Lig 22-23)"
2156,"Do. Babunski (26, Debrecen, NB I 22-23)"
2157,"E. Henty (30, Apollon, Cyprus 1. Division 22-23)"
2158,"K. Mamah (25, Göztepe, Turkish 1. Lig 22-23)"
2159,"M. Sereni (26, Fiorenzuola, Serie C 22-23)"
2160,"G. Durbant (31, Laval, Ligue 2 22-23)"
2161,"K. Dennis (33, Carlisle United, League Two 22-23)"
2162,"Mohamed Saeed (0, Smouha, Egyptian Premier League 22-23)"
2163,"M. Alfarela (25, Bastia, Ligue 2 22-23)"
2164,"A. Bifulco (26, Taranto, Serie C 22-23)"
2165,"P. Małecki (34, Stal Rzeszów, Polish I Liga 22-23)"
2166,"J. Bokila (34, Willem II, Eerste Divisie 22-23)"
2167,"A. Rudenko (24, Khimki, Russian Premier League 22-23)"
2168,"S. Tigges (24, Köln, Bundesliga 22-23)"
2169,"Z. Urinboev (28, Metalourg, Uzbek Super League 2023)"
2170,"Alvaro de Oliveira (21, Dibba Al Fujairah, UAE Pro League 22-23)"
2171,"G. Rutter (20, Hoffenheim, Bundesliga 22-23)"
2172,"S. Murray (31, Queen's Park, Scottish Championship 22-23)"
2173,"N. Carnat (25, Mioveni, SuperLiga României 22-23)"
2174,"M. Rossetti (26, Rimini, Serie C 22-23)"
2175,"J. Estrada (40, Ordino, Andorra Primera Divisió 22-23)"
2176,"B. Grobler (35, SuperSport United, South Africa PSL 22-23)"
2177,"Raúl García (36, Athletic Bilbao, La Liga 22-23)"
2178,"T. Roberts (24, Queens Park Rangers, Championship 22-23)"
2179,"S. Mazzocchi (24, Südtirol, Serie B 22-23)"
2180,"C. McLennan (23, St. Johnstone, Scottish Premiership 22-23)"
2181,"J. McGonigle (27, Derry City, League of Ireland PL 2023)"
2182,"Iván Barbero (24, Osasuna B, Primera División RFEF 22-23)"
2183,"M. Škrbić (27, Radnički Niš, Serbian SuperLiga 22-23)"
2184,"N. Muci (20, Wil, Swiss Challenge League 22-23)"
2185,"Fran Navarro (25, Gil Vicente, Primeira Liga 22-23)"
2186,"Y. Badji (21, Charleroi, Belgian Pro League 22-23)"
2187,"N. Helenius (32, AaB, Superliga 22-23)"
2188,"B. White (27, Vancouver Whitecaps, MLS 2023)"
2189,"S. Zimta (22, Ripensia Timişoara, Romanian Liga II 22-23)"
2190,"G. Reilly (29, Queen of the South, Scottish League One 22-23)"
2191,"M. Ben Hammouda (34, ES Tunis, Tunisian Ligue 1 22-23)"
2192,"A. Cabeza (26, Emelec, Ecuador Liga Pro 2023)"
2193,"Jonathan Dubasin (23, Albacete, La Liga 2 22-23)"
2194,"Wesley Tanque (26, Trofense, Portugal Segunda Liga 22-23)"
2195,"J. Günther-Schmidt (28, Saarbrücken, 3. Liga 22-23)"
2196,"T. Röcher (31, Wolfsberger AC, Austrian Bundesliga 22-23)"
2197,"I. Bojović (22, Rudar, Montenegro First League 22-23)"
2198,"M. Mena (33, San Carlos, Costa Rica Primera División 22-23)"
2199,"M. Tanzmayr (21, First Vienna, Austrian 2. Liga 22-23)"
2200,"Edu Espiau (28, Ponferradina, La Liga 2 22-23)"
2201,"O. Diawara (23, Landskrona, Superettan 2023)"
2202,"C. Afalna (24, Unirea Slobozia, Romanian Liga II 22-23)"
2203,"G. Melamed (30, Bnei Sakhnin, Ligat Ha'al 22-23)"
2204,"S. Sibeko (28, Marumo Gallants, South Africa PSL 22-23)"
2205,"R. Rusescu (34, Concordia Chiajna, Romanian Liga II 22-23)"
2206,"M. Sahi Dion (21, Annecy, Ligue 2 22-23)"
2207,"F. Mayulu (20, Blau-Weiß Linz, Austrian 2. Liga 22-23)"
2208,"K. Vassell (30, Kilmarnock, Scottish Premiership 22-23)"
2209,"R. Dow (31, Peterhead, Scottish League One 22-23)"
2210,"Jesús de Miguel (26, Castellón, Primera División RFEF 22-23)"
2211,"M. Bär (30, 1860 München, 3. Liga 22-23)"
2212,"D. Kovács (31, Budafoki MTE, NB II 22-23)"
2213,"Ricardo Gomes (31, Partizan, Serbian SuperLiga 22-23)"
2214,"R. Debelko (29, Kryvbas KR, Ukrainian Premier Liha 22-23)"
2215,"C. Ekene (23, MSV Duisburg, 3. Liga 22-23)"
2216,"I. Babic (20, Mladost Novi Sad, Serbian SuperLiga 22-23)"
2217,"G. Hirst (24, Ipswich Town, League One 22-23)"
2218,"C. Ciano (33, Benevento, Serie B 22-23)"
2219,"G. McGill (22, Airdrieonians, Scottish League One 22-23)"
2220,"A. Cesarini (33, Piacenza, Serie C 22-23)"
2221,"M. Bouldini (27, Levante, La Liga 2 22-23)"
2222,"M. Ndiaye (31, Concordia Chiajna, Romanian Liga II 22-23)"
2223,"D. Mitkov (23, Lokomotiv Sofia 1929, Bulgarian First League 22-23)"
2224,"M. Angelov (28, Brașov Steagul Renaște, Romanian Liga II 22-23)"
2225,"M. Boulabiar (29, Tataouine, Tunisian Ligue 1 22-23)"
2226,"F. Ladapo (30, Ipswich Town, League One 22-23)"
2227,"G. Torje (33, Farul Constanţa, SuperLiga României 22-23)"
2228,"M. Fuentes (24, Audax Italiano, Chilean Primera División 2023)"
2229,"Lucas João (29, Reading, Championship 22-23)"
2230,"D. Puškáč (30, Bohemians 1905, Czech Fortuna Liga 22-23)"
2231,"G. Aniefiok (26, Hammam-Sousse, Tunisian Ligue 1 22-23)"
2232,"J. Rodriguez (33, Burnley, Championship 22-23)"
2233,"N. Milinceanu (30, AEL, Cyprus 1. Division 22-23)"
2234,"V. Castellanos (24, Girona, La Liga 22-23)"
2235,"A. Nadesan (28, Crawley Town, League Two 22-23)"
2236,"Ronaldo Tavares (25, Estrela Amadora, Portugal Segunda Liga 22-23)"
2237,"D. Tadić (33, Hartberg, Austrian Bundesliga 22-23)"
2238,"Abel Camará (33, Arema, BRI Liga 1 22-23)"
2239,"G. Orban (20, Gent, Belgian Pro League 22-23)"
2240,"G. Tinoco (34, Xinabajul, Guatemala Liga Nacional 22-23)"
2241,"A. Kulishev (29, Shinnik, Russian FNL 2 22-23)"
2242,"A. Delort (31, Nantes, Ligue 1 22-23)"
2243,"A. Capello (27, Carrarese, Serie C 22-23)"
2244,"J. Amian (26, Ittihad Tanger, Botola Pro 22-23)"
2245,"M. Ndiaye (26, Åsane, OBOS Ligaen 2023)"
2246,"G. Carneiro (27, Cruz Azul, Liga MX 22-23)"
2247,"J. March (26, Forest Green Rovers, League One 22-23)"
2248,"I. Delić (24, Šibenik, 1. HNL 22-23)"
2249,"L. Kozák (33, Trinity Zlín, Czech Fortuna Liga 22-23)"
2250,"Marwan Mohsen (34, Future, Egyptian Premier League 22-23)"
2251,"Miguel Cifuentes (32, Kelantan, Malaysian Super League 2023)"
2252,"F. Gjurgjevikj (31, Rabotnički, North Macedonia First League 22-23)"
2253,"B. Pusi (25, Turan-T, Premyer Liqa 22-23)"
2254,"H. Hannouri (25, FUS Rabat, Botola Pro 22-23)"
2255,"L. Rocha (25, Lierse Kempenzonen, Belgian First Division B 22-23)"
2256,"N. Möller (20, Den Bosch, Eerste Divisie 22-23)"
2257,"Jorge Aguirre (23, Real Sociedad B, Primera División RFEF 22-23)"
2258,"H. Rodallega (37, Santa Fe, Colombian Primera Division 22-23)"
2259,"S. Hoshino (27, Balestier Khalsa, Singapore Premier League 2023)"
2260,"A. Jacobsen (33, Horsens, Superliga 22-23)"
2261,"I. Abu Alshech (23, Hapoel Afula, Liga Leumit 22-23)"
2262,"R. Waide (23, Ballymena United, Northern Ireland Premiership 22-23)"
2263,"E. Starita (27, Monopoli, Serie C 22-23)"
2264,"E. Bogomolskiy (22, Neftchi, Premyer Liqa 22-23)"
2265,"L. Majcen (33, RoundGlass Punjab FC, I-League 22-23)"
2266,"M. Uridia (30, Rubin Kazan', Russian FNL 2 22-23)"
2267,"Y. Arbidi (27, Moghreb Tétouan, Botola Pro 22-23)"
2268,"Sergio León (34, Real Valladolid, La Liga 22-23)"
2269,"A. Ryan (28, Hamilton Academical, Scottish Championship 22-23)"
2270,"U. Nayir (29, Ümranıyespor, Süper Lig 22-23)"
2271,"N. Kacharava (29, Torpedo Kutaisi, Erovnuli Liga 2023)"
2272,"Mourad El Ghezouani (25, Burgos, La Liga 2 22-23)"
2273,"A. Ngueukam (34, Mariehamn, Veikkausliiga 2023)"
2274,"Reginaldo (39, Picerno, Serie C 22-23)"
2275,"J. Moylan (21, Shelbourne, League of Ireland PL 2023)"
2276,"M. Roman (30, Botoşani, SuperLiga României 22-23)"
2277,"C. Kelman (21, Leyton Orient, League Two 22-23)"
2278,"N. Obolskiy (26, Cultural Leonesa, Primera División RFEF 22-23)"
2279,"L. Di Yorio (26, León, Liga MX 22-23)"
2280,"G. Guzina (29, Baltika, Russian FNL 2 22-23)"
2281,"N. Vujnović (26, Gorica, 1. HNL 22-23)"
2282,"C. Morris (27, Luton Town, Championship 22-23)"
2283,"E. Vertainen (24, Linfield, Northern Ireland Premiership 22-23)"
2284,"F. Grandolfo (30, Arzignano Valchiampo, Serie C 22-23)"
2285,"A. Osorio (20, Vélez Sarsfield, Argentinian Primera División 2023)"
2286,"R. Karimov (23, Maqtaaral, Kazakh Premier League 2023)"
2287,"B. Moreno (23, CSKA Sofia, Bulgarian First League 22-23)"
2288,"R. Edmondson (22, Carlisle United, League Two 22-23)"
2289,"C. Wickham (30, Forest Green Rovers, League One 22-23)"
2290,"S. Mate (20, Budafoki MTE, NB II 22-23)"
2291,"A. Mykytyshyn (19, Kryvbas KR, Ukrainian Premier Liha 22-23)"
2292,"D. Máris (22, Békéscsaba, NB II 22-23)"
2293,"B.McHugh (31, Queen's Park, Scottish League Two 22-23)"
2294,"A. Olanare (28, BB Erzurumspor, Turkish 1. Lig 22-23)"
2295,"S. Moreo (29, Pisa, Serie B 22-23)"
2296,"C. Dessers (28, Cremonese, Serie A 22-23)"
2297,"Byong-Jun An (33, Suwon Bluewings, K League 1 2023)"
2298,"V. Postolachi (23, UTA Arad, SuperLiga României 22-23)"
2299,"D. Akinyemi (25, Ayr United, Scottish Championship 22-23)"
2300,"Mikel Oyarzabal (26, Real Sociedad, La Liga 22-23)"
2301,"J. Verdún (31, Guaireña, Paraguay Division Profesional 2023)"
2302,"M. Gregoritsch (29, Freiburg, Bundesliga 22-23)"
2303,"D. Delgadillo (29, Santa Lucía, Guatemala Liga Nacional 22-23)"
2304,"İ. Yılmaz (29, İstanbulspor, Süper Lig 22-23)"
2305,"D. Martínez (27, Resistencia, Paraguay Division Profesional 2023)"
2306,"J. Adamu (21, Salzburg, Austrian Bundesliga 22-23)"
2307,"K. Boutaïb (36, Paris, Ligue 2 22-23)"
2308,"D. Vukojević (27, Degerfors, Allsvenskan 2023)"
2309,"P. Testroet (32, Ingolstadt, 3. Liga 22-23)"
2310,"M. De Marchi (28, Padova, Serie C 22-23)"
2311,"C. Da Graca (20, Juventus Next Gen, Serie C 22-23)"
2312,"M. Hernaus (22, Floridsdorfer AC, Austrian 2. Liga 22-23)"
2313,"J. Marriott (28, Fleetwood Town, League One 22-23)"
2314,"Paulo Vyctor (27, Sirens, Malta Premier League 22-23)"
2315,"Ramon (32, Qabala, Premyer Liqa 22-23)"
2316,"A. Büyük (35, Manisa BBSK, Turkish 1. Lig 22-23)"
2317,"J. Montenegro (22, Puntarenas, Costa Rica Primera División 22-23)"
2318,"A. Cerri (27, Como, Serie B 22-23)"
2319,"C. Gallagher (28, Airdrieonians, Scottish League One 22-23)"
2320,"S. Fabian Moracci (22, Marsaxlokk, Malta Premier League 22-23)"
2321,"A. Badji (25, Bordeaux, Ligue 2 22-23)"
2322,"Ahmed Rayan (25, Ceramica, Egyptian Premier League 22-23)"
2323,"F. Kaufmann (30, Eintracht Braunschweig, 2. Bundesliga 22-23)"
2324,"L. Munteanu (20, Farul Constanţa, SuperLiga României 22-23)"
2325,"C. Kröhn (24, Floridsdorfer AC, Austrian 2. Liga 22-23)"
2326,"Ali Olwan (23, Al Shamal, Qatari Stars League 22-23)"
2327,"T. Arokodare (22, Amiens SC, Ligue 2 22-23)"
2328,"Yusuf Helal (29, Persija, BRI Liga 1 22-23)"
2329,"M. Bamba (21, Hapoel Rishon LeZion, Liga Leumit 22-23)"
2330,"E. Kabangu (25, Willem II, Eerste Divisie 22-23)"
2331,"D. Vlahović (23, Juventus, Serie A 22-23)"
2332,"J. Makusu (31, Hajer, Saudi First Division 22-23)"
2333,"B. Beyer (26, Yverdon Sport, Swiss Challenge League 22-23)"
2334,"A. Núñez (34, Guaireña, Paraguay Division Profesional 2023)"
2335,"B. Fink (20, Basel, Swiss Super League 22-23)"
2336,"G. Lencina (25, Atlético Bucaramanga, Colombian Primera Division 22-23)"
2337,"D. Shamkin (20, KAMAZ, Russian FNL 2 22-23)"
2338,"G. Zakpa (30, Sabail, Premyer Liqa 22-23)"
2339,"B. Mani (26, Cape Town, South Africa PSL 22-23)"
2340,"L. Shankland (27, Hearts, Scottish Premiership 22-23)"
2341,"I. El Harrach (24, Khouribga, Botola Pro 22-23)"
2342,"Élder Santana (30, Aktobe, Kazakh Premier League 2023)"
2343,"Mohamed Grendo (31, Al Masry, Egyptian Premier League 22-23)"
2344,"A. Bakayoko (27, Forest Green Rovers, League One 22-23)"
2345,"T. Bobček (21, Ružomberok, Slovak Super Liga 22-23)"
2346,"D. Khlyobas (29, Urartu, Armenian Premier League 22-23)"
2347,"D. Castelli (23, Pro Patria, Serie C 22-23)"
2348,"Marc Cardona (27, Las Palmas, La Liga 2 22-23)"
2349,"M. Ingvartsen (27, Mainz 05, Bundesliga 22-23)"
2350,"Chris Ramos (26, Lugo, La Liga 2 22-23)"
2351,"Z. Mugeese (21, Ashdod, Ligat Ha'al 22-23)"
2352,"C. Mutton (24, Pontedera, Serie C 22-23)"
2353,"M. Fischnaller (31, Fermana, Serie C 22-23)"
2354,"A. Bălan (33, Universitatea Cluj, SuperLiga României 22-23)"
2355,"R. Saputro (28, PSS Sleman, BRI Liga 1 22-23)"
2356,"A. Barnes (33, Burnley, Championship 22-23)"
2357,"H. Cuypers (26, Gent, Belgian Pro League 22-23)"
2358,"A. Smith (24, Panevėžys, Lithuanian A Lyga 2023)"
2359,"S. Engelmann (34, Rot-Weiss Essen, 3. Liga 22-23)"
2360,"E. Ávila (29, Osasuna, La Liga 22-23)"
2361,"S. Nutz (31, Ried, Austrian Bundesliga 22-23)"
2362,"Hee-Chan Hwang (27, Wolverhampton Wanderers, Premier League 22-23)"
2363,"A. Baldé (20, Lausanne Sport, Swiss Challenge League 22-23)"
2364,"S. González (28, Mushuc Runa, Ecuador Liga Pro 2023)"
2365,"C. Sammon (36, Alloa Athletic, Scottish League One 22-23)"
2366,"L. Bonis (23, Larne, Northern Ireland Premiership 22-23)"
2367,"M. Olaha (26, Song Lam Nghe An, V League 1 2023)"
2368,"D. Quirós (31, Puntarenas, Costa Rica Primera División 22-23)"
2369,"U. Djurdjević (29, Sporting Gijón, La Liga 2 22-23)"
2370,"Roberto Fernández (20, Barcelona B, Primera División RFEF 22-23)"
2371,"C. Baird (27, Houston Dynamo, MLS 2023)"
2372,"A. Pop (29, Dinamo Bucureşti, Romanian Liga II 22-23)"
2373,"Wander (30, Rans Nusantara, BRI Liga 1 22-23)"
2374,"L. Paradela (26, Deportivo Saprissa, Costa Rica Primera División 22-23)"
2375,"D. Reverson (19, AZ II, Eerste Divisie 22-23)"
2376,"Y. Sason (21, Hapoel Rishon LeZion, Liga Leumit 22-23)"
2377,"R. Bocalon (34, Mantova, Serie C 22-23)"
2378,"Á. Szarka (32, Ajka, NB II 22-23)"
2379,"Y. Kallon (21, Hellas Verona, Serie A 22-23)"
2380,"Alain Oyarzun (29, Real Unión, Primera División RFEF 22-23)"
2381,"W. Weghorst (30, Beşiktaş, Süper Lig 22-23)"
2382,"I. Diakhité (31, CS Sfaxien, Tunisian Ligue 1 22-23)"
2383,"L. Jawo (28, Mladá Boleslav, Czech Fortuna Liga 22-23)"
2384,"J. Mešanović (31, Várda SE, NB I 22-23)"
2385,"Y. Mehri (23, Hassania Agadir, Botola Pro 22-23)"
2386,"I. Issa (33, Cherno More, Bulgarian First League 22-23)"
2387,"C. Malele (29, CFR Cluj, SuperLiga României 22-23)"
2388,"A. Albers (33, Jahn Regensburg, 2. Bundesliga 22-23)"
2389,"N. Füllkrug (30, Werder Bremen, Bundesliga 22-23)"
2390,"J. McCready (32, Dungannon Swifts, Northern Ireland Premiership 22-23)"
2391,"L. Mertens (30, Deinze, Belgian First Division B 22-23)"
2392,"E. Ünal (26, Getafe, La Liga 22-23)"
2393,"C. Bishop (26, Portsmouth, League One 22-23)"
2394,"A. Ueda (24, Cercle Brugge, Belgian Pro League 22-23)"
2395,"C. Burke (31, New York RB, MLS 2023)"
2396,"K. Campbell (21, Zimbru, Moldovan Super Liga 22-23)"
2397,"Carlos Vinícius (28, Fulham, Premier League 22-23)"
2398,"Tiago (30, Al Dhafra, UAE Pro League 22-23)"
2399,"N. Ibáñez (28, Tigres UANL, Liga MX 22-23)"
2400,"P. Schmidt (29, Ingolstadt, 3. Liga 22-23)"
2401,"A. Faggioli (23, Virtus Entella, Serie C 22-23)"
2402,"Dodô (35, FK Liepāja, Virsliga 2023)"
2403,"A. Le Fondre (36, Sydney, A-League Men 22-23)"
2404,"G. Giordani (29, Montevarchi, Serie C 22-23)"
2405,"R. Kriwak (24, Hartberg, Austrian Bundesliga 22-23)"
2406,"C. Dumanlı (29, Bodrumspor, Turkish 1. Lig 22-23)"
2407,"Mariano Sanz (33, La Nucía, Primera División RFEF 22-23)"
2408,"Jhonnattann (33, Najran, Saudi First Division 22-23)"
2409,"F. Piovaccari (38, Giugliano, Serie C 22-23)"
2410,"K. Nisbet (26, Hibernian, Scottish Premiership 22-23)"
2411,"J. Recalde (31, Newell's Old Boys, Argentinian Primera División 2023)"
2412,"M. Bortolussi (27, Padova, Serie C 22-23)"
2413,"K. Hoven (26, Skeid, OBOS Ligaen 2023)"
2414,"João Paulo (35, Kairat, Kazakh Premier League 2023)"
2415,"M. Sutter (32, Vaduz, Swiss Challenge League 22-23)"
2416,"D. N'Lundulu (24, Bolton Wanderers, League One 22-23)"
2417,"A. Kalmykov (29, Rodina Moskva, Russian FNL 2 22-23)"
2418,"L. Fabrizi (25, Latina, Serie C 22-23)"
2419,"D. Ankeye (21, Hammam-Sousse, Tunisian Ligue 1 22-23)"
2420,"B. Sharp (37, Sheffield United, Championship 22-23)"
2421,"L. Šušnjara (26, Tabor Sežana, 1. SNL 22-23)"
2422,"A. Bareiro (26, San Lorenzo, Argentinian Primera División 2023)"
2423,"Junior Fernandes (35, Manisa BBSK, Turkish 1. Lig 22-23)"
2424,"M. Tzavidas (19, Atromitos, Greek Super League 22-23)"
2425,"Miguel Rodríguez (20, Celta de Vigo B, Primera División RFEF 22-23)"
2426,"H. Cornick (28, Bristol City, Championship 22-23)"
2427,"M. Tumminello (24, Gelbison, Serie C 22-23)"
2428,"J. Lowe (28, Queens Park Rangers, Championship 22-23)"
2429,"L. Moro (22, Frosinone, Serie B 22-23)"
2430,"Faysal Chouaib (23, UE Santa Coloma, Andorra Primera Divisió 22-23)"
2431,"Ricardinho (22, Levski Sofia, Bulgarian First League 22-23)"
2432,"A. Coulibaly (27, UD Sanse, Primera División RFEF 22-23)"
2433,"K. Konaté (19, Liefering, Austrian 2. Liga 22-23)"
2434,"G. Comi (31, Pro Vercelli, Serie C 22-23)"
2435,"Nasser Mansi (25, Zamalek, Egyptian Premier League 22-23)"
2436,"J. Okita (27, Zürich, Swiss Super League 22-23)"
2437,"C. Wilson (31, Newcastle United, Premier League 22-23)"
2438,"Fábio Fortes (31, Penafiel, Portugal Segunda Liga 22-23)"
2439,"Paulinho (30, Sporting CP, Primeira Liga 22-23)"
2440,"B. Babati (27, Győri ETO, NB II 22-23)"
2441,"A. Ciolacu (30, Birkirkara, Malta Premier League 22-23)"
2442,"S. Guindo (26, Laçi, Albanian Premier League 22-23)"
2443,"Rodri Ríos (32, Ceuta, Primera División RFEF 22-23)"
2444,"O. Diakité (19, Liefering, Austrian 2. Liga 22-23)"
2445,"G. Simeone (20, Real Zaragoza, La Liga 2 22-23)"
2446,"Léo Bahia (31, Santa Lucia, Malta Premier League 22-23)"
2447,"N. Clark (31, St. Johnstone, Scottish Premiership 22-23)"
2448,"A. Al-Hamawi (19, Helsingborg, Superettan 2023)"
2449,"M. McCrudden (31, Coleraine, Northern Ireland Premiership 22-23)"
2450,"T. Molina (28, Juárez, Liga MX 22-23)"
2451,"S. Scappini (35, Torres, Serie C 22-23)"
2452,"S. Giordana (28, Deportivo Garcilaso, Peruvian Liga 1 2023)"
2453,"R. Mühren (34, Volendam, Eredivisie 22-23)"
2454,"C. Dépres (28, Rodez , Ligue 2 22-23)"
2455,"K. Grant (25, West Bromwich Albion, Championship 22-23)"
2456,"D. Keillor-Dunn (25, Mansfield Town, League Two 22-23)"
2457,"G. Vlijter (23, Hapoel Ramat Gan, Liga Leumit 22-23)"
2458,"R. Ogunseye (28, Foggia, Serie C 22-23)"
2459,"A. Kalanoski (28, Belasica, North Macedonia First League 22-23)"
2460,"I. Marković (28, Jezero, Montenegro First League 22-23)"
2461,"N. Christoffersson (24, Örgryte, Superettan 2023)"
2462,"S. Serchenkov (26, KAMAZ, Russian FNL 2 22-23)"
2463,"D. De Belder (31, Deinze, Belgian First Division B 22-23)"
2464,"M. Arnautović (34, Bologna, Serie A 22-23)"
2465,"K. Onisiwo (31, Mainz 05, Bundesliga 22-23)"
2466,"Roberto Soldado (38, Levante, La Liga 2 22-23)"
2467,"E. Bradley (39, Glenavon, Northern Ireland Premiership 22-23)"
2468,"Kikas (24, Estrela Amadora, Portugal Segunda Liga 22-23)"
2469,"J. Grot (25, Viborg, Superliga 22-23)"
2470,"E. Kyei Baffour (24, AS Soliman, Tunisian Ligue 1 22-23)"
2471,"R. MacIver (24, Alloa Athletic, Scottish League One 22-23)"
2472,"K. Pröger (31, Hansa Rostock, 2. Bundesliga 22-23)"
2473,"L. Juričić (26, Pyunik, Armenian Premier League 22-23)"
2474,"J. Italeng (21, Montevarchi, Serie C 22-23)"
2475,"J. Larrivey (38, Südtirol, Serie B 22-23)"
2476,"F. Klos (35, Arminia Bielefeld, 2. Bundesliga 22-23)"
2477,"D. Núñez (23, Liverpool, Premier League 22-23)"
2478,"Iñaki Williams (28, Athletic Bilbao, La Liga 22-23)"
2479,"B. Finne (28, Brann, Eliteserien 2023)"
2480,"D. Dizdarević (18, Austria Wien II, Austrian 2. Liga 22-23)"
2481,"Sultan Adill Alamiri (19, Al Ittihad Kalba, UAE Pro League 22-23)"
2482,"M. Uhre (28, Philadelphia Union, MLS 2023)"
2483,"S. Hrstić (19, Spartak Subotica, Serbian SuperLiga 22-23)"
2484,"Ahmed Sherif (20, Pharco, Egyptian Premier League 22-23)"
2485,"Sergio Castel (28, Burgos, La Liga 2 22-23)"
